name,batch,location,description,tags,yc_profile_url,website,status,team_size
Oxus,Winter 2026,"San Francisco, CA, USA",AI-powered automation for internal audit workflows,B2B,https://www.ycombinator.com/companies/oxus,,,
Play Health,Fall 2025,"Boulder, CO, USA",Perimenopause Care Platform,HEALTHCARE,https://www.ycombinator.com/companies/play-health,,,
"CaseyZH, Switzerland",Fall 2025,,Casey is an AI-native commercial insurance brokerage,"FINTECH, INSURANCE",https://www.ycombinator.com/companies/casey,,,
Selfin,Fall 2025,"San Francisco, CA, USA",Building the first AI Bank,"FINTECH, CONSUMER FINANCE",https://www.ycombinator.com/companies/selfin,,,
Compyle,Fall 2025,"San Francisco, CA, USA",The coding agent that actually collaborates with you,B2B,https://www.ycombinator.com/companies/compyle,,,
Lexi,Fall 2025,"San Francisco, CA, USA",AI Operating System for Legal Teams,"B2B, LEGAL",https://www.ycombinator.com/companies/lexi,,,
"CodycoBY, Germany",Fall 2025,,The AI Reservation Team for Hotel Groups,B2B,https://www.ycombinator.com/companies/codyco,,,
"ComplyDoBerlin, Berlin, Germany",Fall 2025,,Global Compliance for Enterprises,"B2B, LEGAL",https://www.ycombinator.com/companies/complydo,,,
"BraviParis, Île-de-France, France",Fall 2025,,The AI operating system powering home services businesses,B2B,https://www.ycombinator.com/companies/bravi,,,
"FinalDoseLondon, England, United Kingdom",Spring 2026,,"Programmable DNA drug destroying all cancers, unlocking 80% of targets","HEALTHCARE, THERAPEUTICS",https://www.ycombinator.com/companies/finaldose,,,
Sunflower,Fall 2025,"San Francisco, CA, USA",Building the Sobriety Platform for the future of Superintelligence. 🌻,CONSUMER,https://www.ycombinator.com/companies/sunflower,,,
Captain,Winter 2026,"San Francisco, CA, USA",Give AI agents accurate knowledge search that scales,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/captain,,,
Redapto,Fall 2025,"San Francisco, CA, USA",Enterprise AI Transformation Platform,B2B,https://www.ycombinator.com/companies/redapto,,,
Helonic,Fall 2025,"San Francisco, CA, USA",Automatic Construction Drawing Clash Detection,"REAL ESTATE AND CONSTRUCTION, CONSTRUCTION",https://www.ycombinator.com/companies/helonic,,,
Aleph Lab,Fall 2025,"San Francisco, CA, USA",AI language buddy in the games kids love,CONSUMER,https://www.ycombinator.com/companies/aleph-lab,,,
Logical,Fall 2025,"San Francisco, CA, USA","A proactive desktop copilot. Clippy, but actually good.","B2B, PRODUCTIVITY",https://www.ycombinator.com/companies/logical,,,
Agentic Fabriq,Winter 2026,"San Francisco, CA, USA",The control plane for AI agents.,"B2B, SECURITY",https://www.ycombinator.com/companies/agentic-fabriq,,,
Travo,Winter 2026,"San Francisco, CA, USA",The data infrastructure for real estate,REAL ESTATE AND CONSTRUCTION,https://www.ycombinator.com/companies/travo,,,
Tensr,Fall 2025,"San Francisco, CA, USA",Fully autonomous robotic factories,"INDUSTRIALS, MANUFACTURING AND ROBOTICS",https://www.ycombinator.com/companies/tensr,,,
"Kestrel AISan Francisco, CA, USA",Fall 2025,,AI Agents for Platform Engineering,"B2B, SECURITY",https://www.ycombinator.com/companies/kestrel-ai,,,
LogosGuard,Fall 2025,"San Francisco, CA, USA",The sensitive data redaction layer for AI,B2B,https://www.ycombinator.com/companies/logosguard,,,
Sciloop,Fall 2025,"San Francisco, CA, USA",Expert STEM reasoning data for frontier AI labs.,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/sciloop,,,
Multifactor,Fall 2025,"San Francisco, CA, USA","Zero-trust authentication, authorization, and auditing for AI agents","B2B, SECURITY",https://www.ycombinator.com/companies/multifactor,,,
"Allus AIAtlanta, GA, USA",Fall 2025,,Transforming manufacturing with our next-gen Vision Foundation Model,"INDUSTRIALS, MANUFACTURING AND ROBOTICS",https://www.ycombinator.com/companies/allus-ai,,,
"Unsiloed AISan Francisco, CA, USA",Fall 2025,,API for parsing multimodal unstructured data,B2B,https://www.ycombinator.com/companies/unsiloed-ai,,,
SF Tensor,Fall 2025,,Infrastructure for AI labs to focus on research.,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/sf-tensor,,,
AnswerThis,Fall 2025,"San Francisco, CA, USA",End-to-end workspace to accelerate scientific discovery,CONSUMER,https://www.ycombinator.com/companies/answerthis,,,
Terrain,Fall 2025,"San Francisco, CA, USA",AI native GTM platform for the physical economy,"B2B, SALES",https://www.ycombinator.com/companies/terrain,,,
Lakonia,Fall 2025,"San Francisco, CA, USA",Delivering AI-powered situational awareness in tactical environments.,GOVERNMENT,https://www.ycombinator.com/companies/lakonia,,,
SellRaze,Fall 2025,"San Francisco, CA, USA",The fastest way to sell online.,CONSUMER,https://www.ycombinator.com/companies/sellraze,,,
"Mod AISan Francisco, CA, USA",Fall 2025,,Touchless AP Automation,B2B,https://www.ycombinator.com/companies/mod-ai,,,
"Semble AISan Francisco, CA, USA",Fall 2025,,The AI operating system for the trades,B2B,https://www.ycombinator.com/companies/semble-ai,,,
Flick,Fall 2025,"San Francisco, CA, USA",We Handle AI. You Direct Films.,"CONSUMER, CONTENT",https://www.ycombinator.com/companies/flick,,,
hillclimb,Fall 2025,"San Francisco, CA, USA",Training Data for Recursive Self-Improvement,B2B,https://www.ycombinator.com/companies/hillclimb,,,
AtlasGrid,Fall 2025,"San Francisco, CA, USA",Accelerate Product Iteration,B2B,https://www.ycombinator.com/companies/atlasgrid,,,
Wardstone,Fall 2025,"Los Angeles, CA, USA",The Modular Interceptor Platform,"INDUSTRIALS, AVIATION AND SPACE",https://www.ycombinator.com/companies/wardstone,,,
Nessie,Fall 2025,"San Francisco, CA, USA","A shared context layer for you, your team, and your agents.",CONSUMER,https://www.ycombinator.com/companies/nessie,,,
Hypercubic,Fall 2025,"San Francisco, CA, USA",Agentic AI for Mainframe Operations and Modernization,B2B,https://www.ycombinator.com/companies/hypercubic,,,
"Cranston AISan Francisco, CA, USA",Fall 2025,,AI Tax prep and accounting software for CPA firms,"B2B, FINANCE AND ACCOUNTING",https://www.ycombinator.com/companies/cranston-ai,,,
Trelium,Fall 2025,"San Francisco, CA, USA",The Agent to Build Your Agents,B2B,https://www.ycombinator.com/companies/trelium,,,
Velum Labs,Winter 2026,"San Francisco, CA, USA",The OS for data quality across any stack,B2B,https://www.ycombinator.com/companies/velum-labs,,,
Veria Labs,Fall 2025,"San Francisco, CA, USA",Continuous AI pentesting that finds and fixes vulnerabilities,"B2B, SECURITY",https://www.ycombinator.com/companies/veria-labs,,,
Minro,Fall 2025,"San Francisco, CA, USA",Identify churn risk and stay close to users at scale,B2B,https://www.ycombinator.com/companies/minro,,,
"Tell if AIAustin, TX, USA",Fall 2025,,"AI agents on real phones, growing brands across every platform.","B2B, MARKETING",https://www.ycombinator.com/companies/tell-if-ai,,,
Bron,Fall 2025,"San Francisco, CA, USA",ChatGPT for Sports Betting,"B2B, ANALYTICS",https://www.ycombinator.com/companies/bron,,,
Koyal,Fall 2025,"San Francisco, CA, USA",Agentic AI Filmmaking Platform,"CONSUMER, CONTENT",https://www.ycombinator.com/companies/koyal,,,
Kaigo Health,Fall 2025,"San Francisco, CA, USA",AI outpatient care workforce,"HEALTHCARE, HEALTHCARE IT",https://www.ycombinator.com/companies/kaigo-health,,,
Norra,Fall 2025,"San Francisco, CA, USA",Automating equipment operations for nursing facilities,HEALTHCARE,https://www.ycombinator.com/companies/norra,,,
Soren,Fall 2025,"San Francisco, CA, USA",The AI workspace for operations teams,B2B,https://www.ycombinator.com/companies/soren,,,
"LunavoBY, Germany",Fall 2025,,Lunavo is the AI assistant for carriers.,"B2B, SUPPLY CHAIN AND LOGISTICS",https://www.ycombinator.com/companies/lunavo,,,
dari.dev,Fall 2025,"San Francisco, CA, USA",The Production Layer for AI Agents,B2B,https://www.ycombinator.com/companies/daridev,,,
The Context Company,Fall 2025,"San Francisco, CA, USA",Monitor AI agents and understand user behavior,B2B,https://www.ycombinator.com/companies/the-context-company,,,
Sorce,Fall 2025,"San Francisco, CA, USA",,"Tinder for jobs, , B2B, HUMAN RESOURCES",https://www.ycombinator.com/companies/sorce,,,
Caddy,Fall 2025,"New York City, NY, USA",Your Personal AI for everyday work. Lives in your texts.,B2B,https://www.ycombinator.com/companies/caddy,,,
"Alt-XLos Angeles, CA, USA",Winter 2026,,Building the best venue for private markets exposure.,FINTECH,https://www.ycombinator.com/companies/alt-x,,,
Locus,Fall 2025,"San Francisco, CA, USA",Payment infrastructure for AI agents,B2B,https://www.ycombinator.com/companies/locus,,,
Deeptrace,Fall 2025,"San Francisco, CA, USA",AI agents for on-call,B2B,https://www.ycombinator.com/companies/deeptrace,,,
Aspect,Fall 2025,"New York City, NY, USA",Intelligent media storage for creative teams.,B2B,https://www.ycombinator.com/companies/aspect-inc,,,
Scoop,Fall 2025,"San Francisco, CA, USA",Automating regulatory submissions for life sciences,B2B,https://www.ycombinator.com/companies/scoop,,,
Hyperspell,Fall 2025,"San Francisco, CA, USA",Your Company Brain,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/hyperspell,,,
"Bolna AIBengaluru, KA, India",Fall 2025,,Voice AI to enable India's next billion,B2B,https://www.ycombinator.com/companies/bolna-ai,,,
"NexusBrussels, Brussels, Belgium",Fall 2025,,We help non-technical teams build AI agents without engineers,B2B,https://www.ycombinator.com/companies/gpt,,,
"ZavoLondon, England, United Kingdom",Fall 2025,,AI Operating System for Restaurants,"FINTECH, PAYMENTS",https://www.ycombinator.com/companies/zavo,,,
MOVEdot,Fall 2025,"San Francisco, CA, USA",AI Agents for Hardware Engineering,B2B,https://www.ycombinator.com/companies/movedot,,,
"BrickwiseLondon, England, United Kingdom",Fall 2025,,AI property manager for landlords and estate agents,"REAL ESTATE AND CONSTRUCTION, HOUSING AND REAL ESTATE",https://www.ycombinator.com/companies/brickwise,,,
Parse,Fall 2025,"San Francisco, CA, USA",Build an API to interact with any website.,B2B,https://www.ycombinator.com/companies/parse-bot,,,
"Structured AINew York City, NY, USA",Fall 2025,,The AI drawing review platform for architects and engineers.,"REAL ESTATE AND CONSTRUCTION, CONSTRUCTION",https://www.ycombinator.com/companies/structured-ai,,,
Uplane,Fall 2025,"San Francisco, CA, USA",Replace marketing agencies with AI,"B2B, MARKETING",https://www.ycombinator.com/companies/uplane,,,
AirCaps,Fall 2025,"San Francisco, CA, USA",The AI copilot for in-person conversations.,CONSUMER,https://www.ycombinator.com/companies/aircaps,,,
"BrickantaStockholm, Stockholm County, Sweden",Fall 2025,,Agentic AI for Society Builders,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/brickanta,,,
"F2New York City, NY, USA",Summer 2025,,The AI platform for private markets investors,B2B,https://www.ycombinator.com/companies/f2,,,
Semiotic,Fall 2025,"San Francisco, CA, USA",Studio-Grade Design at Scale,B2B,https://www.ycombinator.com/companies/semiotic,,,
Lapis,Fall 2025,"San Francisco, CA, USA","AI that creates and runs ads, end-end","B2B, MARKETING",https://www.ycombinator.com/companies/lapis,,,
Efference,Fall 2025,"San Francisco, CA, USA",MANUFACTURING AND ROBOTICS,INDUSTRIALS,https://www.ycombinator.com/companies/efference,,,
Nox Metals,Summer 2025,"Detroit, MI, USA",Supplying America's Industrial Base,"INDUSTRIALS, MANUFACTURING AND ROBOTICS",https://www.ycombinator.com/companies/nox-metals,,,
Digipals,Fall 2025,"San Francisco, CA, USA",The future of Social in the age of AI,"CONSUMER, SOCIAL",https://www.ycombinator.com/companies/digipals,,,
Blue,Summer 2025,"San Francisco, CA, USA","Your phone finally has someone to run it. Plug in Blue, just ask.",CONSUMER,https://www.ycombinator.com/companies/blue,,,
Mixy,Fall 2025,,Make mashups without knowing how to DJ,CONSUMER,https://www.ycombinator.com/companies/mixy,,,
Paloma,Summer 2025,"San Francisco, CA, USA",Digital transformation for real economy businesses,B2B,https://www.ycombinator.com/companies/paloma,,,
"Uplift AISan Francisco, CA, USA",Summer 2025,,Foundational Voice Models for regional languages,B2B,https://www.ycombinator.com/companies/uplift-ai,,,
RealRoots,Summer 2025,"San Francisco, CA, USA",IRL friendship app for women,"CONSUMER, SOCIAL",https://www.ycombinator.com/companies/realroots,,,
Luminal,Summer 2025,"San Francisco, CA, USA",Making AI run fast on any hardware.,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/luminal,,,
Freya,Summer 2025,"San Francisco, CA, USA",Voice AI for Enterprises,FINTECH,https://www.ycombinator.com/companies/freya,,,
burnt,Summer 2025,"San Francisco, CA, USA",Agentic Operating System for Food Supply Chain,"B2B, SUPPLY CHAIN AND LOGISTICS",https://www.ycombinator.com/companies/burnt,,,
Avent,Summer 2025,"San Francisco, CA, USA",AI agents for industrial commerce,B2B,https://www.ycombinator.com/companies/avent,,,
"RuvoSão Paulo, SP, Brazil",Summer 2025,,The Global Dollar App for Brazil,FINTECH,https://www.ycombinator.com/companies/ruvo,,,
Veritus,Summer 2025,"San Francisco, CA, USA",AI agents for the consumer lending industry,"FINTECH, CREDIT AND LENDING",https://www.ycombinator.com/companies/veritus,,,
Sapien,Summer 2025,"San Francisco, CA, USA",Synthetic populations for decisions,B2B,https://www.ycombinator.com/companies/outrove,,,
"NOSO LABSSan Francisco, CA, USA",Summer 2025,,Build AI agents for field technicians to diagnose and sell 10x better,INDUSTRIALS,https://www.ycombinator.com/companies/noso-labs,,,
Vulcan Technologies,Summer 2025,"Austin, TX, USA",Secure frontier AI for government & adjacent knowledge work,"B2B, LEGAL",https://www.ycombinator.com/companies/vulcan-technologies,,,
"Bizzy AINew York City, NY, USA",Summer 2025,,Bizzy works 24/7 so you never miss a lead.,"B2B, MARKETING",https://www.ycombinator.com/companies/geo-ai,,,
Spotlight Realty,Summer 2025,"San Francisco, CA, USA",AI powered brokerage reducing residential rental commissions in NYC…,REAL ESTATE AND CONSTRUCTION,https://www.ycombinator.com/companies/spotlight-realty,,,
Interfere,Summer 2025,"New York City, NY, USA","Give engineering, product, and design teams insight into unseen issues",B2B,https://www.ycombinator.com/companies/interfere,,,
Munify,Summer 2025,"Orlando, FL, USA",The Cross-Border Neobank for the Middle East,FINTECH,https://www.ycombinator.com/companies/munify,,,
RowFlow,Summer 2025,"New York City, NY, USA",Replacing forms with AI conversations,"B2B, OPERATIONS",https://www.ycombinator.com/companies/rowflow,,,
Tecto,Summer 2025,"AISan Francisco, CA, USA",A Platform for AI Governance,B2B,https://www.ycombinator.com/companies/tectoai,,,
Duranium,Summer 2025,"San Francisco, CA, USA",Reshoring critical metal production,"INDUSTRIALS, MANUFACTURING AND ROBOTICS",https://www.ycombinator.com/companies/duranium,,,
Smartbase,Spring 2026,"San Francisco, CA, USA",AI-native ERP for manufacturers,"B2B, OPERATIONS",https://www.ycombinator.com/companies/smartbase,,,
Perspectives Health,Summer 2025,"Chicago, IL, USA",Automating away admin for behavioral health clinics,"HEALTHCARE, HEALTHCARE IT",https://www.ycombinator.com/companies/perspectives-health,,,
Modelence,Summer 2025,"San Francisco, CA, USA",Build production-ready apps with AI,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/modelence,,,
Magnetic,Summer 2025,"San Francisco, CA, USA",AI Tax Preparer for CPA firms,"B2B, PRODUCTIVITY",https://www.ycombinator.com/companies/magnetic,,,
Fleetline,Summer 2025,"New York City, NY, USA",Optimizing fleet planning with data driven algorithms,"B2B, SUPPLY CHAIN AND LOGISTICS",https://www.ycombinator.com/companies/fleetline,,,
"CLODOSan Francisco, CA, USA",Summer 2025,,Planet-scale people discovery.,"B2B, SALES",https://www.ycombinator.com/companies/clodo,,,
stagewise,Summer 2025,,The Open Source Agentic IDE,B2B,https://www.ycombinator.com/companies/stagewise,,,
"Flywheel AISan Francisco, CA, USA",Summer 2025,,Waymo for excavators,"INDUSTRIALS, MANUFACTURING AND ROBOTICS",https://www.ycombinator.com/companies/flywheel-ai,,,
Button Computer,Winter 2026,"San Francisco, CA, USA",The tiny computer built for voice AI.,B2B,https://www.ycombinator.com/companies/button-computer,,,
Juxta,Summer 2025,"San Francisco, CA, USA",Building a GPS alternative 100x more powerful with no hardware needed.,B2B,https://www.ycombinator.com/companies/juxta,,,
Okibi,Summer 2025,"San Francisco, CA, USA","Build AI coworkers using natural language, it's Lovable for agents",B2B,https://www.ycombinator.com/companies/okibi,,,
Pollen,Winter 2026,"San Francisco, CA, USA",AI agents that automate customer success,"B2B, OPERATIONS",https://www.ycombinator.com/companies/pollen,,,
Rebulk,Summer 2025,"Olathe, KS, USA",Accurately measure and monitor bulk inventory,"B2B, SUPPLY CHAIN AND LOGISTICS",https://www.ycombinator.com/companies/rebulk,,,
"KERNELSan Francisco, CA, USA",Summer 2025,,"Crazy fast, open source infra for AI agents to use the Internet","B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/kernel,,,
Reacher,Summer 2025,"San Francisco, CA, USA",We automate creator marketing for the world's largest brands,B2B,https://www.ycombinator.com/companies/reacher,,,
"Certus AISan Francisco, CA, USA",Summer 2025,,Replacing the restaurant phone line with Voice AI,B2B,https://www.ycombinator.com/companies/certus-ai,,,
"HeraBerlin, Berlin, Germany",Summer 2025,,AI Motion Designer,B2B,https://www.ycombinator.com/companies/hera-video,,,
Notte,Summer 2025,"San Francisco, CA, USA",Reliable Web Agents for Enterprise,B2B,https://www.ycombinator.com/companies/notte,,,
Pally,Summer 2025,"San Francisco, CA, USA",Intelligent Unified Inbox + Personal CRM,"B2B, PRODUCTIVITY",https://www.ycombinator.com/companies/pally,,,
Locata,Summer 2025,"New York City, NY, USA",AI Referral Automation for Primary Care Clinics,"HEALTHCARE, HEALTHCARE IT",https://www.ycombinator.com/companies/locata,,,
