startup_name,industry,country,funding_amount_usd,funding_stage,source_dataset
Baker-King,SaaS,India,856659717.0,IPO,startup_funding_dataset
"Smith, Cherry and Johnson",Gaming,USA,117513922.0,Series C,startup_funding_dataset
"Keller, Combs and Cook",Education,Canada,98815.0,Seed,startup_funding_dataset
Luna Ltd,SaaS,India,267046.0,Seed,startup_funding_dataset
"Mendoza, Sanchez and Roberts",E-commerce,France,368844394.0,IPO,startup_funding_dataset
"Blake, Holmes and Medina",E-commerce,Netherlands,267614.0,Seed,startup_funding_dataset
Butler-Hughes,AI,Netherlands,184169740.0,Series C,startup_funding_dataset
"Smith, Collins and Martinez",AI,Australia,636171912.0,IPO,startup_funding_dataset
Mckinney-Smith,Tech,Canada,16104111.0,Series B,startup_funding_dataset
"Pineda, Griffin and Thompson",AI,UK,37181827.0,Series B,startup_funding_dataset
Leach-Hamilton,Gaming,Canada,11288356.0,Series B,startup_funding_dataset
Perez-Anderson,Gaming,India,156769582.0,Series C,startup_funding_dataset
"Garcia, Greene and Murray",Gaming,Netherlands,189047606.0,Series C,startup_funding_dataset
Howard-Lowery,Education,UK,349133.0,Seed,startup_funding_dataset
Osborne PLC,Gaming,France,8392211.0,Series A,startup_funding_dataset
"Hill, Jones and Larson",Education,Canada,36944429.0,Series B,startup_funding_dataset
Fleming-Rodriguez,Education,Australia,142360284.0,Series C,startup_funding_dataset
"Green, Jones and Schmidt",Finance,India,177721334.0,Series C,startup_funding_dataset
Thomas LLC,Tech,Australia,469457.0,Seed,startup_funding_dataset
Wagner LLC,Tech,Germany,6445259.0,Series A,startup_funding_dataset
"Potter, Montgomery and Bender",Health,UK,4148503.0,Series A,startup_funding_dataset
Parker and Sons,AI,France,30389159.0,Series B,startup_funding_dataset
Perez Ltd,E-commerce,USA,91775.0,Seed,startup_funding_dataset
Mueller LLC,Finance,Canada,181464189.0,Series C,startup_funding_dataset
Diaz-White,E-commerce,Australia,8843684.0,Series A,startup_funding_dataset
Powell and Sons,Health,UK,391006460.0,IPO,startup_funding_dataset
Clay-Smith,Finance,Germany,8800296.0,Series A,startup_funding_dataset
Boyer PLC,SaaS,Canada,362686.0,Seed,startup_funding_dataset
"Cantu, Hayes and Wells",Tech,India,3624428.0,Series A,startup_funding_dataset
"Gentry, Butler and Baker",E-commerce,Australia,854989932.0,IPO,startup_funding_dataset
Young-Woods,E-commerce,Australia,31941823.0,Series B,startup_funding_dataset
"Gonzalez, Martin and Smith",SaaS,France,71592049.0,Series C,startup_funding_dataset
Riggs PLC,Health,India,105707539.0,Series C,startup_funding_dataset
Holmes Ltd,AI,UK,46318289.0,Series B,startup_funding_dataset
Dixon Inc,Tech,Germany,74130019.0,Series C,startup_funding_dataset
"Harris, Jones and Brown",Gaming,India,374697963.0,IPO,startup_funding_dataset
Mccarthy-King,Tech,Netherlands,155744827.0,Series C,startup_funding_dataset
"Beck, Bruce and Gonzales",Health,Germany,388246887.0,IPO,startup_funding_dataset
Sullivan-Nguyen,Gaming,Australia,402873.0,Seed,startup_funding_dataset
Massey-Jones,E-commerce,Germany,164756941.0,Series C,startup_funding_dataset
"Bright, Price and Chandler",Tech,Canada,956393809.0,IPO,startup_funding_dataset
Jackson-Collins,Finance,UK,413672.0,Seed,startup_funding_dataset
Cole and Sons,Tech,UK,24116950.0,Series B,startup_funding_dataset
Jimenez-Herring,AI,Germany,158987592.0,Series C,startup_funding_dataset
Dickerson Group,Finance,India,9887309.0,Series A,startup_funding_dataset
Shaw Inc,Gaming,Netherlands,783031525.0,IPO,startup_funding_dataset
Allen Group,E-commerce,India,37820450.0,Series B,startup_funding_dataset
"Thornton, Gonzalez and Hughes",Finance,India,139484555.0,Series C,startup_funding_dataset
"Hall, Cross and Johnson",Gaming,France,47767482.0,Series B,startup_funding_dataset
"Everett, Garza and Lutz",E-commerce,Germany,982175112.0,IPO,startup_funding_dataset
Miller and Sons,Finance,Germany,450236.0,Seed,startup_funding_dataset
"Perez, Serrano and Robinson",E-commerce,Australia,349112.0,Seed,startup_funding_dataset
"Olson, Michael and Miller",SaaS,France,687893639.0,IPO,startup_funding_dataset
Boyd Ltd,Gaming,Canada,19909962.0,Series B,startup_funding_dataset
Choi Group,Gaming,Canada,95784186.0,Series C,startup_funding_dataset
"Cooke, Campbell and Nguyen",SaaS,France,9395788.0,Series A,startup_funding_dataset
Duran Inc,E-commerce,Germany,621581653.0,IPO,startup_funding_dataset
Hernandez-Carter,Education,France,86916.0,Seed,startup_funding_dataset
Aguirre PLC,Education,Canada,5115928.0,Series A,startup_funding_dataset
"Graham, Harris and Miller",AI,USA,567405898.0,IPO,startup_funding_dataset
Mcguire-Johnson,Finance,Australia,30960558.0,Series B,startup_funding_dataset
Simmons LLC,SaaS,Australia,851282785.0,IPO,startup_funding_dataset
Davis Group,Tech,Netherlands,52786.0,Seed,startup_funding_dataset
"Stevenson, Schmidt and Carlson",Education,Australia,87938.0,Seed,startup_funding_dataset
"Henson, White and Warren",SaaS,Australia,86050.0,Seed,startup_funding_dataset
Waller Inc,AI,UK,8029787.0,Series A,startup_funding_dataset
Carter-Lawson,Gaming,UK,5007728.0,Series A,startup_funding_dataset
"Burgess, Smith and Mason",Health,France,439020.0,Seed,startup_funding_dataset
Cook Inc,AI,Australia,746492853.0,IPO,startup_funding_dataset
"Sullivan, Miller and Swanson",AI,Germany,2362296.0,Series A,startup_funding_dataset
Meadows Inc,Tech,Germany,28187364.0,Series B,startup_funding_dataset
Cervantes-Thomas,AI,Australia,19402158.0,Series B,startup_funding_dataset
Carey Group,Gaming,UK,968193644.0,IPO,startup_funding_dataset
Carson-Davis,AI,USA,109674.0,Seed,startup_funding_dataset
Thomas-Hill,Education,Netherlands,167742943.0,Series C,startup_funding_dataset
Fuller Ltd,SaaS,UK,586569582.0,IPO,startup_funding_dataset
"Lee, Lozano and Schultz",SaaS,Netherlands,439408.0,Seed,startup_funding_dataset
Montgomery Inc,E-commerce,Netherlands,104464080.0,Series C,startup_funding_dataset
"Robinson, Lane and Thornton",Health,UK,165554440.0,Series C,startup_funding_dataset
"Little, Jackson and Davis",Education,India,47103410.0,Series B,startup_funding_dataset
"Herrera, Castillo and Hoffman",Finance,India,643328696.0,IPO,startup_funding_dataset
"Hall, Dawson and Jones",Education,France,407662.0,Seed,startup_funding_dataset
Young-Rangel,SaaS,UK,424470.0,Seed,startup_funding_dataset
"Barrett, Smith and Brooks",Finance,Australia,391574986.0,IPO,startup_funding_dataset
Diaz-Johnson,Gaming,Germany,142518683.0,Series C,startup_funding_dataset
"Williams, Ferguson and Scott",AI,USA,577065571.0,IPO,startup_funding_dataset
Patterson Inc,Health,USA,101924798.0,Series C,startup_funding_dataset
Sharp-Hines,Education,Canada,109653299.0,Series C,startup_funding_dataset
"Rodgers, Hall and Norris",Education,Canada,7594948.0,Series A,startup_funding_dataset
Hicks Inc,SaaS,USA,19962792.0,Series B,startup_funding_dataset
Cantu LLC,Finance,Australia,110056307.0,Series C,startup_funding_dataset
"Koch, Morales and Klein",AI,Australia,2708740.0,Series A,startup_funding_dataset
Jenkins-Williams,Finance,USA,89593704.0,Series C,startup_funding_dataset
Flores-Rodriguez,AI,France,279259.0,Seed,startup_funding_dataset
Gonzales-Waters,Gaming,Germany,470113146.0,IPO,startup_funding_dataset
Flores-Gonzalez,E-commerce,India,436349468.0,IPO,startup_funding_dataset
Doyle-Wood,E-commerce,Germany,18748438.0,Series B,startup_funding_dataset
"Shelton, Kelly and Allen",Gaming,France,25789870.0,Series B,startup_funding_dataset
"Snyder, Thompson and Washington",SaaS,UK,158142375.0,Series C,startup_funding_dataset
"Fleming, Good and Washington",Finance,USA,17226425.0,Series B,startup_funding_dataset
Campbell-Miller,Tech,UK,209456.0,Seed,startup_funding_dataset
Ford-Rice,AI,France,442385339.0,IPO,startup_funding_dataset
Nelson-Rivera,Finance,Netherlands,723691232.0,IPO,startup_funding_dataset
"Curtis, Simpson and Ware",Tech,Netherlands,48106618.0,Series B,startup_funding_dataset
Ruiz-Lawson,Tech,Germany,637938305.0,IPO,startup_funding_dataset
Cruz LLC,Tech,UK,144940861.0,Series C,startup_funding_dataset
Ramsey-Graham,Tech,Australia,43158098.0,Series B,startup_funding_dataset
"Williams, Thompson and Delgado",E-commerce,Canada,110981.0,Seed,startup_funding_dataset
Mcbride-Lee,Health,India,33912027.0,Series B,startup_funding_dataset
Johnson Inc,SaaS,USA,1207309.0,Series A,startup_funding_dataset
"Olson, Guerra and Kim",Finance,USA,120029042.0,Series C,startup_funding_dataset
"Brown, Hernandez and Caldwell",AI,France,31650981.0,Series B,startup_funding_dataset
Williams-Bennett,Finance,Germany,49292893.0,Series B,startup_funding_dataset
Martinez-Roberts,AI,Netherlands,1936912.0,Series A,startup_funding_dataset
"Roy, Patrick and Jones",E-commerce,France,447479215.0,IPO,startup_funding_dataset
Maxwell-Miller,E-commerce,Canada,6329342.0,Series A,startup_funding_dataset
Davis Ltd,Tech,France,480963.0,Seed,startup_funding_dataset
Adkins-Harris,Tech,Netherlands,46490105.0,Series B,startup_funding_dataset
"Wiggins, Nguyen and Williams",Health,Netherlands,5466989.0,Series A,startup_funding_dataset
Ellison Inc,E-commerce,UK,84712990.0,Series C,startup_funding_dataset
Mora and Sons,Tech,Australia,6797713.0,Series A,startup_funding_dataset
"Warren, Pena and Gonzalez",E-commerce,India,4676251.0,Series A,startup_funding_dataset
Ramirez-Atkinson,Finance,Australia,86615.0,Seed,startup_funding_dataset
"Allen, Smith and Grant",Education,Canada,45741902.0,Series B,startup_funding_dataset
"Neal, Phillips and Walker",SaaS,India,6695342.0,Series A,startup_funding_dataset
"Daugherty, Branch and Mays",Health,Canada,56746.0,Seed,startup_funding_dataset
"Cook, Buchanan and Mercer",Education,UK,5460790.0,Series A,startup_funding_dataset
Nixon-Roberts,SaaS,USA,14748655.0,Series B,startup_funding_dataset
"Graves, Scott and Martinez",E-commerce,UK,13880481.0,Series B,startup_funding_dataset
"Boyd, Hall and Daniels",Education,India,131611.0,Seed,startup_funding_dataset
"Strong, Black and Banks",E-commerce,Canada,157761007.0,Series C,startup_funding_dataset
Jensen-Williams,Health,USA,6266603.0,Series A,startup_funding_dataset
Stephens Ltd,Health,UK,45849035.0,Series B,startup_funding_dataset
Jones Ltd,Education,Germany,90819515.0,Series C,startup_funding_dataset
Stevenson-White,E-commerce,India,966148460.0,IPO,startup_funding_dataset
"Rodriguez, Boyd and Gregory",Tech,Germany,221730.0,Seed,startup_funding_dataset
Campbell Group,E-commerce,Netherlands,40388551.0,Series B,startup_funding_dataset
Collier Ltd,SaaS,UK,85628721.0,Series C,startup_funding_dataset
Keller Group,E-commerce,France,13293861.0,Series B,startup_funding_dataset
Hernandez-Pope,Finance,Australia,33751366.0,Series B,startup_funding_dataset
"Hanna, Molina and Herrera",Gaming,France,3049857.0,Series A,startup_funding_dataset
Frey-Morgan,E-commerce,UK,164755468.0,Series C,startup_funding_dataset
Foster-Mosley,Health,Australia,7824167.0,Series A,startup_funding_dataset
Hudson-Paul,Education,Germany,644639791.0,IPO,startup_funding_dataset
Bailey Inc,Gaming,UK,453264.0,Seed,startup_funding_dataset
"Kent, Dunn and Peters",E-commerce,UK,106359.0,Seed,startup_funding_dataset
Briggs-Cox,Finance,Australia,6750074.0,Series A,startup_funding_dataset
Weber PLC,SaaS,Australia,37218428.0,Series B,startup_funding_dataset
Moreno-Gordon,Tech,Netherlands,4345260.0,Series A,startup_funding_dataset
Scott-Washington,E-commerce,Germany,15549789.0,Series B,startup_funding_dataset
Myers PLC,SaaS,UK,141269.0,Seed,startup_funding_dataset
Baxter-Fry,E-commerce,France,145114386.0,Series C,startup_funding_dataset
Blankenship-Schmitt,Health,UK,128043754.0,Series C,startup_funding_dataset
"Morgan, Hunter and Gibson",Gaming,Netherlands,62232670.0,Series C,startup_funding_dataset
"Atkins, Jackson and Elliott",Health,Australia,324565.0,Seed,startup_funding_dataset
Barnes LLC,AI,France,299752.0,Seed,startup_funding_dataset
Ashley-Rose,Health,Netherlands,362095.0,Seed,startup_funding_dataset
"Sanchez, Holmes and Smith",Tech,Australia,116144538.0,Series C,startup_funding_dataset
Payne Ltd,E-commerce,Australia,1579620.0,Series A,startup_funding_dataset
"Jones, Rivera and Murphy",Education,Germany,63166969.0,Series C,startup_funding_dataset
Dean-Park,Gaming,France,68744847.0,Series C,startup_funding_dataset
"Parker, Robinson and Haynes",Health,Netherlands,45461093.0,Series B,startup_funding_dataset
"Willis, Nichols and Lee",E-commerce,Canada,2587834.0,Series A,startup_funding_dataset
Steele Inc,AI,UK,65146174.0,Series C,startup_funding_dataset
"Davidson, Russell and Bentley",Gaming,France,14386427.0,Series B,startup_funding_dataset
"Austin, Craig and Sanchez",SaaS,Germany,844691545.0,IPO,startup_funding_dataset
Greene-Moon,Health,USA,393240.0,Seed,startup_funding_dataset
"Mccarty, Vasquez and King",Education,Canada,5221724.0,Series A,startup_funding_dataset
Bowman-Hernandez,Education,UK,89796161.0,Series C,startup_funding_dataset
"Hill, Fuller and Morgan",SaaS,USA,67634589.0,Series C,startup_funding_dataset
Henderson Group,Education,France,133253.0,Seed,startup_funding_dataset
Harris Inc,E-commerce,Canada,13779422.0,Series B,startup_funding_dataset
Lewis-Munoz,Finance,USA,137376001.0,Series C,startup_funding_dataset
Kemp-Guzman,Health,USA,363171954.0,IPO,startup_funding_dataset
Martin LLC,SaaS,Netherlands,2494291.0,Series A,startup_funding_dataset
Salinas Ltd,SaaS,Australia,167930087.0,Series C,startup_funding_dataset
"Burgess, Robinson and Buck",Tech,Canada,439344490.0,IPO,startup_funding_dataset
Arellano-Young,Tech,USA,226651.0,Seed,startup_funding_dataset
"Lee, Mckee and Arnold",Finance,France,67095584.0,Series C,startup_funding_dataset
Whitehead LLC,AI,India,316729744.0,IPO,startup_funding_dataset
Silva-Leonard,Finance,India,89013.0,Seed,startup_funding_dataset
"Long, Flores and Dudley",E-commerce,UK,801425573.0,IPO,startup_funding_dataset
Harris LLC,Education,Netherlands,616565614.0,IPO,startup_funding_dataset
"Williams, Lewis and Williams",AI,USA,9710958.0,Series A,startup_funding_dataset
"Weiss, Baker and Dunn",Tech,UK,9746927.0,Series A,startup_funding_dataset
"Padilla, Jones and Mccormick",SaaS,UK,20506444.0,Series B,startup_funding_dataset
Bennett Group,Gaming,UK,2739498.0,Series A,startup_funding_dataset
"Cordova, Kelley and Shea",SaaS,Canada,6954545.0,Series A,startup_funding_dataset
Henderson-Evans,Health,Canada,4822237.0,Series A,startup_funding_dataset
Gonzalez-Henderson,Tech,Netherlands,290142884.0,IPO,startup_funding_dataset
Nixon Inc,AI,Canada,89420.0,Seed,startup_funding_dataset
"Dawson, Reid and Simpson",AI,India,1418962.0,Series A,startup_funding_dataset
Hoover-Jordan,Education,Netherlands,287651.0,Seed,startup_funding_dataset
Mccarthy-Ramirez,Tech,Australia,72692509.0,Series C,startup_funding_dataset
Martinez Inc,Health,Germany,7193700.0,Series A,startup_funding_dataset
Williams LLC,Health,France,42083672.0,Series B,startup_funding_dataset
Pierce-Wood,Health,Germany,559349214.0,IPO,startup_funding_dataset
Ramirez-Hinton,Health,USA,475071.0,Seed,startup_funding_dataset
"Bowman, Cross and Walker",Tech,Canada,180285671.0,Series C,startup_funding_dataset
Stevenson PLC,Education,France,49810397.0,Series B,startup_funding_dataset
"Smith, Kent and Butler",Finance,Netherlands,19146682.0,Series B,startup_funding_dataset
"Dickerson, Swanson and Chase",SaaS,UK,20837145.0,Series B,startup_funding_dataset
"Garrett, Christensen and Hunter",E-commerce,Germany,85502448.0,Series C,startup_funding_dataset
White and Sons,Tech,USA,4534405.0,Series A,startup_funding_dataset
Sanchez and Sons,AI,USA,332053.0,Seed,startup_funding_dataset
"Rogers, Hawkins and Carter",AI,Australia,391934.0,Seed,startup_funding_dataset
Duncan-Walker,Health,UK,5034661.0,Series A,startup_funding_dataset
Matthews PLC,AI,Australia,186952104.0,Series C,startup_funding_dataset
Evans-Hernandez,SaaS,India,367588.0,Seed,startup_funding_dataset
Bailey PLC,AI,France,32569041.0,Series B,startup_funding_dataset
"Peters, Carlson and Ball",Education,Netherlands,359604493.0,IPO,startup_funding_dataset
"Cole, Johnson and Rodriguez",Tech,Canada,38144196.0,Series B,startup_funding_dataset
Crawford Inc,Education,Australia,224548711.0,IPO,startup_funding_dataset
Costa-Vasquez,Health,Germany,6252774.0,Series A,startup_funding_dataset
"Garcia, Montes and Smith",AI,Australia,457492.0,Seed,startup_funding_dataset
Bishop and Sons,AI,USA,731351627.0,IPO,startup_funding_dataset
Stevenson-Lindsey,Health,Canada,658700937.0,IPO,startup_funding_dataset
"Fisher, Santiago and Cantu",Health,Germany,3238179.0,Series A,startup_funding_dataset
"Jacobs, Campbell and Velasquez",SaaS,Australia,34525430.0,Series B,startup_funding_dataset
"Ryan, Jackson and Cummings",Tech,Australia,748101746.0,IPO,startup_funding_dataset
"Parker, Roberts and Reynolds",SaaS,UK,150243756.0,Series C,startup_funding_dataset
"Villanueva, Brown and White",Finance,Netherlands,747873493.0,IPO,startup_funding_dataset
Allen-Brennan,Health,Germany,43867995.0,Series B,startup_funding_dataset
"Carter, Brown and Mcclain",E-commerce,Canada,115449445.0,Series C,startup_funding_dataset
Carlson-Campbell,Health,UK,64023000.0,Series C,startup_funding_dataset
Dyer Ltd,Finance,USA,77430143.0,Series C,startup_funding_dataset
Coleman Ltd,Finance,Australia,28143676.0,Series B,startup_funding_dataset
Meyer LLC,Health,France,182137734.0,Series C,startup_funding_dataset
Ramirez-Davis,Gaming,Canada,197530611.0,Series C,startup_funding_dataset
"Miller, Graves and Gonzalez",Education,Canada,19877285.0,Series B,startup_funding_dataset
Howard-Smith,Education,India,83755.0,Seed,startup_funding_dataset
"Jones, Smith and Morales",Education,Canada,178453730.0,Series C,startup_funding_dataset
Briggs-Berry,AI,USA,267397386.0,IPO,startup_funding_dataset
Sheppard LLC,E-commerce,Australia,250571.0,Seed,startup_funding_dataset
Graham-Hayes,Health,France,198450.0,Seed,startup_funding_dataset
Harding-Greer,Finance,UK,208327632.0,IPO,startup_funding_dataset
Walker-Watkins,Gaming,Netherlands,149872972.0,Series C,startup_funding_dataset
Palmer and Sons,Education,Netherlands,38859889.0,Series B,startup_funding_dataset
