round_id,startup_id,startup_name,funding_date,year,quarter,funding_stage,amount_million_usd,pre_money_valuation_million_usd,post_money_valuation_million_usd,equity_dilution_pct,lead_investor,investor_type,num_investors,sector,country,region,city,investor_id
R00546,S00342,ZenoSpace,2024-09-20,2024,Q3,Series C,160.73,1039.48,1200.21,12.1,Microsoft M12,Private Equity,2,Edtech,United States,North America,Chicago,INV0057
R00547,S00343,QuantumStack,2023-06-04,2023,Q2,Pre-Seed,0.34,2.03,2.37,8.1,TLcom Capital,Government/Sovereign Fund,5,HR Tech,South Korea,Asia,Seoul,INV0068
R00548,S00344,CoreStack,2022-09-07,2022,Q3,Seed,1.23,9.22,10.45,17.6,Naspers / Prosus,Private Equity,9,Artificial Intelligence,Brazil,South America,Rio de Janeiro,INV0066
R00549,S00344,CoreStack,2024-12-16,2024,Q4,Series B,32.04,172.89,204.93,19.9,Accel Partners,Private Equity,5,Artificial Intelligence,Brazil,South America,Rio de Janeiro,INV0004
R00550,S00344,CoreStack,2020-07-29,2020,Q3,Series C,132.34,397.7,530.04,16.3,Northzone,Government/Sovereign Fund,4,Artificial Intelligence,Brazil,South America,Rio de Janeiro,INV0047
R00551,S00345,NexusSense,2021-05-11,2021,Q2,Seed,5.03,16.05,21.08,14.8,Headline,Angel Investor,2,Fintech,Germany,Europe,Frankfurt,INV0045
R00552,S00345,NexusSense,2021-06-07,2021,Q2,Series A,12.65,71.57,84.22,17.3,Microsoft M12,Venture Capital,2,Fintech,Germany,Europe,Frankfurt,INV0057
R00553,S00346,HubWorks,2023-07-07,2023,Q3,Seed,0.96,5.84,6.8,12.5,Blume Ventures,Venture Capital,4,Artificial Intelligence,Turkey,Europe,Ankara,INV0071
R00554,S00347,ForgeSpace,2023-09-29,2023,Q3,Pre-Seed,0.43,4.13,4.56,9.0,Benchmark,Angel Investor,2,Fintech,China,Asia,Guangzhou,INV0008
R00555,S00348,NexusDynamics,2020-09-23,2020,Q3,Pre-Seed,1.43,12.98,14.41,8.8,EQT Ventures,Private Equity,8,Fintech,India,Asia,Delhi NCR,INV0030
R00556,S00349,HubPay,2022-01-09,2022,Q1,Pre-Seed,0.39,2.12,2.51,11.1,Tiger Global,Accelerator,2,Artificial Intelligence,Canada,North America,Toronto,INV0003
R00557,S00349,HubPay,2021-09-30,2021,Q3,Series A,16.05,148.77,164.82,19.4,Y Combinator,Corporate VC,5,Artificial Intelligence,Canada,North America,Toronto,INV0007
R00558,S00349,HubPay,2023-10-28,2023,Q4,Series B,10.0,92.71,102.71,18.1,Nexus Venture Partners,Venture Capital,9,Artificial Intelligence,Canada,North America,Toronto,INV0072
R00559,S00350,VibeStack,2020-07-28,2020,Q3,Pre-Seed,0.42,2.08,2.5,7.5,Chiratae Ventures,Private Equity,10,Web3 / Blockchain,United States,North America,New York,INV0070
R00560,S00351,DeltaSense,2021-02-22,2021,Q1,Pre-Seed,0.4,1.46,1.86,11.6,Union Square Ventures,Venture Capital,2,Healthcare & Biotech,United States,North America,Denver,INV0039
R00561,S00352,AstraDynamics,2022-04-07,2022,Q2,Seed,0.94,7.49,8.43,19.8,Intel Capital,Venture Capital,4,SaaS / Enterprise Software,Brazil,South America,Belo Horizonte,INV0056
R00562,S00353,TerraDynamics,2021-04-17,2021,Q2,Seed,1.51,4.54,6.05,20.7,Peak XV Partners (fka Sequoia India),Angel Investor,3,Edtech,United States,North America,San Diego,INV0021
R00563,S00354,DeltaFlow,2022-07-09,2022,Q3,Pre-Seed,2.17,20.57,22.74,9.6,Point Nine Capital,Angel Investor,3,Climate Tech / Clean Energy,United Kingdom,Europe,London,INV0044
R00564,S00354,DeltaFlow,2021-04-10,2021,Q2,Seed,0.88,6.66,7.54,11.4,Khosla Ventures,Venture Capital,2,Climate Tech / Clean Energy,United Kingdom,Europe,London,INV0012
R00565,S00355,CoreSecurity,2022-02-07,2022,Q1,Seed,1.08,9.23,10.31,11.6,SOSV,Accelerator,1,Real Estate Tech,India,Asia,Chennai,INV0025
R00566,S00356,EchoLabs,2020-04-23,2020,Q2,Seed,1.98,13.05,15.03,23.5,Insight Partners,Venture Capital,3,Fintech,Germany,Europe,Hamburg,INV0010
R00567,S00357,Dawnverse,2020-03-11,2020,Q1,Pre-Seed,0.12,1.19,1.31,11.5,SBI Investment,Corporate VC,2,Artificial Intelligence,Singapore,Asia,Singapore,INV0065
R00568,S00358,ProtoHealth,2021-10-13,2021,Q4,Seed,0.79,3.82,4.61,20.2,Samsung Ventures,Venture Capital,11,SaaS / Enterprise Software,Israel,Middle East,Haifa,INV0055
R00569,S00359,WaveWorks,2025-04-25,2025,Q2,Seed,0.6,3.52,4.12,11.3,Techstars,Private Equity,6,Social Media / Creator Economy,Argentina,South America,Buenos Aires,INV0024
R00570,S00359,WaveWorks,2021-05-17,2021,Q2,Series A,17.06,179.47,196.53,23.3,LocalGlobe,Crowdfunding,3,Social Media / Creator Economy,Argentina,South America,Buenos Aires,INV0042
R00571,S00360,Vertexly,2024-03-18,2024,Q1,Seed,2.45,23.14,25.59,15.7,Bessemer Venture Partners,Venture Capital,2,Fintech,France,Europe,Lyon,INV0013
R00572,S00360,Vertexly,2022-02-20,2022,Q1,Series A,8.56,38.97,47.53,21.3,Peak XV Partners (fka Sequoia India),Family Office,2,Fintech,France,Europe,Lyon,INV0021
R00573,S00361,ForgeLabs,2020-03-05,2020,Q1,Pre-Seed,0.52,3.11,3.63,5.4,Y Combinator,Family Office,3,SaaS / Enterprise Software,United Kingdom,Europe,Bristol,INV0007
R00574,S00361,ForgeLabs,2025-12-14,2025,Q4,Series A,18.99,194.9,213.89,18.7,Cherry Ventures,Crowdfunding,3,SaaS / Enterprise Software,United Kingdom,Europe,Bristol,INV0043
R00575,S00362,TideMind,2024-02-04,2024,Q1,Pre-Seed,0.76,2.91,3.67,7.9,GV (Google Ventures),Corporate VC,2,HR Tech,India,Asia,Delhi NCR,INV0011
R00576,S00362,TideMind,2021-04-29,2021,Q2,Series A,13.51,135.93,149.44,28.5,Mitsubishi UFJ Capital,Venture Capital,6,HR Tech,India,Asia,Delhi NCR,INV0064
R00577,S00363,ForgeForge,2025-02-17,2025,Q1,Seed,0.7,5.96,6.66,20.7,Index Ventures,Private Equity,6,Logistics & Supply Chain,India,Asia,Mumbai,INV0015
R00578,S00364,VeloMind,2023-06-25,2023,Q2,Seed,1.26,7.07,8.33,16.2,Rakuten Capital,Venture Capital,11,Web3 / Blockchain,China,Asia,Hangzhou,INV0063
R00579,S00364,VeloMind,2024-05-28,2024,Q2,Series A,26.77,124.77,151.54,16.7,B Capital Group,Angel Investor,3,Web3 / Blockchain,China,Asia,Hangzhou,INV0048
R00580,S00365,NovaRobotics,2025-04-10,2025,Q2,Pre-Seed,0.43,2.11,2.54,6.4,Microsoft M12,Venture Capital,3,Healthcare & Biotech,Japan,Asia,Osaka,INV0057
R00581,S00366,CoreWorks,2023-03-28,2023,Q1,Seed,3.41,31.7,35.11,24.0,Techstars,Crowdfunding,1,Fintech,India,Asia,Delhi NCR,INV0024
R00582,S00367,SageCore,2021-12-17,2021,Q4,Seed,1.34,11.76,13.1,10.7,Chiratae Ventures,Angel Investor,7,Logistics & Supply Chain,Brazil,South America,São Paulo,INV0070
R00583,S00368,NexusPay,2021-08-28,2021,Q3,Seed,1.69,5.08,6.77,18.3,Cherry Ventures,Venture Capital,2,Healthcare & Biotech,Colombia,South America,Bogotá,INV0043
R00584,S00369,UltraPay,2024-09-07,2024,Q3,Pre-Seed,0.49,1.6,2.09,12.0,Atomico,Venture Capital,4,SaaS / Enterprise Software,China,Asia,Beijing,INV0032
R00585,S00369,UltraPay,2021-09-15,2021,Q3,Seed,1.81,6.58,8.39,19.8,TLcom Capital,Corporate VC,3,SaaS / Enterprise Software,China,Asia,Beijing,INV0068
R00586,S00369,UltraPay,2025-09-03,2025,Q3,Series A,14.48,66.11,80.59,16.7,EQT Ventures,Venture Capital,2,SaaS / Enterprise Software,China,Asia,Beijing,INV0030
R00587,S00370,LumeTech,2022-06-14,2022,Q2,Pre-Seed,0.58,2.98,3.56,11.7,Headline,Private Equity,5,Social Media / Creator Economy,United Kingdom,Europe,Manchester,INV0045
R00588,S00370,LumeTech,2022-09-16,2022,Q3,Seed,2.17,20.3,22.47,18.3,Northzone,Venture Capital,3,Social Media / Creator Economy,United Kingdom,Europe,Manchester,INV0047
R00589,S00370,LumeTech,2023-04-06,2023,Q2,Series B,22.52,194.29,216.81,22.2,Saudi Aramco Ventures,Venture Capital,1,Social Media / Creator Economy,United Kingdom,Europe,Manchester,INV0052
R00590,S00371,XenoX,2024-11-12,2024,Q4,Seed,0.5,2.74,3.24,13.9,TLcom Capital,Crowdfunding,2,E-Commerce,United States,North America,Seattle,INV0068
R00591,S00372,XenoLabs,2024-10-19,2024,Q4,Seed,1.18,4.67,5.85,14.2,Point Nine Capital,Corporate VC,6,Social Media / Creator Economy,China,Asia,Shenzhen,INV0044
R00592,S00372,XenoLabs,2025-11-27,2025,Q4,Series A,8.16,57.45,65.61,18.4,Saudi Aramco Ventures,Government/Sovereign Fund,4,Social Media / Creator Economy,China,Asia,Shenzhen,INV0052
R00593,S00373,CyberLabs,2023-06-05,2023,Q2,Pre-Seed,0.8,6.25,7.05,9.7,Seedcamp,Angel Investor,6,E-Commerce,India,Asia,Hyderabad,INV0028
R00594,S00373,CyberLabs,2023-10-26,2023,Q4,Series A,9.76,67.44,77.2,28.4,Sapphire Ventures,Venture Capital,4,E-Commerce,India,Asia,Hyderabad,INV0035
R00595,S00374,DawnBio,2022-05-19,2022,Q2,Pre-Seed,0.35,1.31,1.66,5.5,Alibaba Group,Venture Capital,6,Fintech,Brazil,South America,São Paulo,INV0054
R00596,S00375,LumeHub,2020-11-15,2020,Q4,Pre-Seed,0.29,2.02,2.31,12.9,Alibaba Group,Venture Capital,1,SaaS / Enterprise Software,United States,North America,Austin,INV0054
R00597,S00376,DawnFlow,2020-01-14,2020,Q1,Seed,4.18,22.38,26.56,12.5,LocalGlobe,Crowdfunding,6,Artificial Intelligence,United States,North America,Miami,INV0042
R00598,S00376,DawnFlow,2022-01-11,2022,Q1,Series B,24.37,233.23,257.6,23.6,IVP,Private Equity,2,Artificial Intelligence,United States,North America,Miami,INV0034
R00599,S00377,ForgePay,2025-06-30,2025,Q2,Pre-Seed,0.89,5.36,6.25,12.1,Abu Dhabi Investment Authority,Angel Investor,3,SaaS / Enterprise Software,United States,North America,Denver,INV0051
R00600,S00378,CloudSystems,2020-08-21,2020,Q3,Seed,2.71,23.62,26.33,10.6,Chiratae Ventures,Venture Capital,6,SaaS / Enterprise Software,Germany,Europe,Berlin,INV0070
R00601,S00378,CloudSystems,2024-11-05,2024,Q4,Series A,5.9,50.58,56.48,20.0,Naspers / Prosus,Venture Capital,8,SaaS / Enterprise Software,Germany,Europe,Berlin,INV0066
R00602,S00378,CloudSystems,2023-11-22,2023,Q4,Series B,79.61,326.91,406.52,21.1,Y Combinator,Corporate VC,2,SaaS / Enterprise Software,Germany,Europe,Berlin,INV0007
R00603,S00379,UltraWare,2020-06-05,2020,Q2,Pre-Seed,0.61,2.69,3.3,12.6,Benchmark,Venture Capital,2,SaaS / Enterprise Software,United States,North America,San Diego,INV0008
R00604,S00380,UltraAnalytics,2020-06-28,2020,Q2,Seed,0.94,4.2,5.14,12.4,Antler,Venture Capital,9,Artificial Intelligence,United States,North America,San Diego,INV0027
R00605,S00380,UltraAnalytics,2020-09-09,2020,Q3,Series B,26.12,239.39,265.51,29.6,Plug and Play,Corporate VC,6,Artificial Intelligence,United States,North America,San Diego,INV0026
R00606,S00381,DeltaAI,2025-07-19,2025,Q3,Seed,0.85,6.62,7.47,12.9,Antler,Family Office,2,Edtech,United States,North America,New York,INV0027
R00607,S00382,Echoio,2025-11-15,2025,Q4,Seed,3.36,19.65,23.01,24.7,Redpoint Ventures,Angel Investor,4,Food & AgriTech,Indonesia,Asia,Surabaya,INV0038
R00608,S00383,OrionSense,2020-12-26,2020,Q4,Seed,1.68,8.76,10.44,15.1,Coatue Management,Venture Capital,6,Insurtech,India,Asia,Mumbai,INV0017
R00609,S00384,NovaBio,2022-05-17,2022,Q2,Seed,0.61,1.85,2.46,21.4,Saudi Aramco Ventures,Venture Capital,2,Artificial Intelligence,United States,North America,New York,INV0052
R00610,S00385,ForgeAI,2021-01-04,2021,Q1,Pre-Seed,0.42,4.06,4.48,9.0,Khosla Ventures,Accelerator,5,Gaming & Entertainment,India,Asia,Mumbai,INV0012
R00611,S00385,ForgeAI,2023-04-08,2023,Q2,Seed,1.12,7.92,9.04,16.7,500 Global,Venture Capital,2,Gaming & Entertainment,India,Asia,Mumbai,INV0023
R00612,S00385,ForgeAI,2023-01-18,2023,Q1,Series A,21.28,142.09,163.37,21.6,Elevation Capital,Venture Capital,2,Gaming & Entertainment,India,Asia,Mumbai,INV0036
R00613,S00386,CloudPay,2021-12-24,2021,Q4,Seed,3.05,26.43,29.48,18.2,Ribbit Capital,Venture Capital,2,Climate Tech / Clean Energy,Israel,Middle East,Jerusalem,INV0016
R00614,S00386,CloudPay,2025-09-05,2025,Q3,Series A,12.27,90.36,102.63,18.0,Point Nine Capital,Venture Capital,3,Climate Tech / Clean Energy,Israel,Middle East,Jerusalem,INV0044
R00615,S00387,HubEnergy,2022-05-12,2022,Q2,Pre-Seed,0.34,1.75,2.09,6.8,Microsoft M12,Private Equity,4,Real Estate Tech,Canada,North America,Montreal,INV0057
R00616,S00387,HubEnergy,2020-01-26,2020,Q1,Seed,2.1,20.73,22.83,13.8,Salesforce Ventures,Venture Capital,3,Real Estate Tech,Canada,North America,Montreal,INV0058
R00617,S00388,TerraCore,2022-12-18,2022,Q4,Pre-Seed,0.46,2.29,2.75,13.0,Accel Partners,Private Equity,8,HR Tech,Germany,Europe,Frankfurt,INV0004
R00618,S00389,HyperStack,2025-06-12,2025,Q2,Seed,6.41,24.5,30.91,15.8,Abu Dhabi Investment Authority,Crowdfunding,4,Web3 / Blockchain,France,Europe,Paris,INV0051
R00619,S00390,CyberX,2021-10-18,2021,Q4,Pre-Seed,0.41,3.74,4.15,10.6,Benchmark,Venture Capital,3,Healthcare & Biotech,Brazil,South America,Rio de Janeiro,INV0008
R00620,S00390,CyberX,2021-03-19,2021,Q1,Seed,2.39,19.49,21.88,17.0,Temasek,Venture Capital,3,Healthcare & Biotech,Brazil,South America,Rio de Janeiro,INV0049
R00621,S00391,RapidSpace,2022-09-28,2022,Q3,Pre-Seed,0.38,2.98,3.36,14.0,Greylock Partners,Corporate VC,5,Artificial Intelligence,United Kingdom,Europe,Cambridge,INV0018
R00622,S00392,CruxCloud,2025-09-17,2025,Q3,Pre-Seed,0.72,2.64,3.36,7.3,Seedcamp,Accelerator,7,Artificial Intelligence,Australia,Oceania,Melbourne,INV0028
R00623,S00393,Tidely,2021-09-07,2021,Q3,Seed,0.54,4.9,5.44,23.6,Northzone,Private Equity,1,E-Commerce,India,Asia,Pune,INV0047
R00624,S00393,Tidely,2024-08-11,2024,Q3,Series B,21.43,254.99,276.42,22.5,Coatue Management,Corporate VC,1,E-Commerce,India,Asia,Pune,INV0017
R00625,S00394,BetaEnergy,2022-06-13,2022,Q2,Pre-Seed,0.42,1.92,2.34,6.7,Union Square Ventures,Corporate VC,6,Healthcare & Biotech,Singapore,Asia,Singapore,INV0039
R00626,S00395,WaveCloud,2023-12-30,2023,Q4,Pre-Seed,0.41,1.32,1.73,13.7,500 Global,Accelerator,1,Climate Tech / Clean Energy,United Kingdom,Europe,Edinburgh,INV0023
R00627,S00396,BoltRobotics,2021-02-03,2021,Q1,Pre-Seed,0.5,3.89,4.39,12.6,Abu Dhabi Investment Authority,Venture Capital,6,SaaS / Enterprise Software,Canada,North America,Toronto,INV0051
R00628,S00397,OrionSecurity,2024-07-26,2024,Q3,Seed,1.48,7.88,9.36,16.1,Saudi Aramco Ventures,Venture Capital,1,Gaming & Entertainment,Canada,North America,Montreal,INV0052
R00629,S00397,OrionSecurity,2023-03-02,2023,Q1,Series A,7.01,82.7,89.71,26.8,Cherry Ventures,Venture Capital,2,Gaming & Entertainment,Canada,North America,Montreal,INV0043
R00630,S00397,OrionSecurity,2021-08-28,2021,Q3,Series C,31.48,165.33,196.81,12.6,Amazon Alexa Fund,Venture Capital,3,Gaming & Entertainment,Canada,North America,Montreal,INV0061
R00631,S00398,Nexusly,2023-05-25,2023,Q2,Pre-Seed,1.37,11.23,12.6,11.3,Ribbit Capital,Angel Investor,4,Artificial Intelligence,United States,North America,Los Angeles,INV0016
R00632,S00398,Nexusly,2024-01-13,2024,Q1,Seed,0.5,3.62,4.12,12.0,Amazon Alexa Fund,Accelerator,7,Artificial Intelligence,United States,North America,Los Angeles,INV0061
R00633,S00399,VibeBeam,2021-07-24,2021,Q3,Seed,0.75,4.0,4.75,16.4,Qualcomm Ventures,Government/Sovereign Fund,7,Robotics & Automation,India,Asia,Chennai,INV0062
R00634,S00400,UltraSecurity,2023-04-22,2023,Q2,Seed,0.75,5.67,6.42,19.1,SoftBank Vision Fund,Venture Capital,3,Artificial Intelligence,Indonesia,Asia,Surabaya,INV0005
R00635,S00401,DeltaCloud,2021-07-21,2021,Q3,Pre-Seed,0.46,3.39,3.85,6.5,Point Nine Capital,Venture Capital,1,Travel Tech,Israel,Middle East,Tel Aviv,INV0044
R00636,S00401,DeltaCloud,2022-11-09,2022,Q4,Seed,2.99,10.41,13.4,12.5,Battery Ventures,Venture Capital,1,Travel Tech,Israel,Middle East,Tel Aviv,INV0019
R00637,S00401,DeltaCloud,2021-02-04,2021,Q1,Series B,11.86,128.41,140.27,27.4,Union Square Ventures,Accelerator,2,Travel Tech,Israel,Middle East,Tel Aviv,INV0039
R00638,S00402,BetaNet,2025-02-13,2025,Q1,Seed,2.61,13.33,15.94,16.0,Qualcomm Ventures,Angel Investor,2,Food & AgriTech,Indonesia,Asia,Surabaya,INV0062
R00639,S00403,VeloBeam,2020-08-15,2020,Q3,Seed,1.56,13.93,15.49,22.6,Chiratae Ventures,Corporate VC,3,Edtech,Singapore,Asia,Singapore,INV0070
R00640,S00403,VeloBeam,2020-05-04,2020,Q2,Series A,22.41,225.33,247.74,23.9,GV (Google Ventures),Corporate VC,10,Edtech,Singapore,Asia,Singapore,INV0011
R00641,S00404,Fluxio,2025-03-01,2025,Q1,Seed,5.85,53.15,59.0,24.0,Abu Dhabi Investment Authority,Venture Capital,3,Fintech,UAE,Middle East,Abu Dhabi,INV0051
R00642,S00405,Vertexio,2025-06-12,2025,Q2,Seed,2.19,9.65,11.84,10.1,500 Global,Venture Capital,2,Web3 / Blockchain,Singapore,Asia,Singapore,INV0023
R00643,S00406,TerraLogic,2025-04-20,2025,Q2,Seed,3.1,15.22,18.32,11.0,General Catalyst,Angel Investor,4,Artificial Intelligence,South Korea,Asia,Busan,INV0009
R00644,S00407,DeltaLink,2022-11-21,2022,Q4,Pre-Seed,0.56,3.94,4.5,13.6,GIC,Angel Investor,6,Cybersecurity,United Kingdom,Europe,Manchester,INV0050
R00645,S00408,OrionBeam,2021-06-09,2021,Q2,Pre-Seed,0.29,1.02,1.31,8.1,DST Global,Venture Capital,2,Fintech,China,Asia,Guangzhou,INV0033
R00646,S00409,EdgeSense,2024-11-25,2024,Q4,Pre-Seed,0.74,2.87,3.61,9.2,Tencent,Venture Capital,6,Gaming & Entertainment,United States,North America,Chicago,INV0053
R00647,S00410,VertexPay,2024-03-13,2024,Q1,Pre-Seed,0.81,7.43,8.24,8.4,Atomico,Government/Sovereign Fund,3,Logistics & Supply Chain,United States,North America,San Diego,INV0032
R00648,S00411,ArcFlow,2022-09-07,2022,Q3,Seed,2.55,11.48,14.03,23.9,Founders Fund,Private Equity,2,Fintech,Brazil,South America,Rio de Janeiro,INV0014
R00649,S00412,HubFinance,2021-09-09,2021,Q3,Seed,2.44,17.39,19.83,20.4,BlueYard Capital,Accelerator,2,Fintech,United States,North America,Boston,INV0029
R00650,S00412,HubFinance,2023-10-28,2023,Q4,Series B,35.44,234.83,270.27,23.6,Sapphire Ventures,Venture Capital,2,Fintech,United States,North America,Boston,INV0035
R00651,S00413,MetaHub,2020-02-08,2020,Q1,Pre-Seed,0.87,5.49,6.36,7.6,BlueYard Capital,Angel Investor,8,Fintech,Kenya,Africa,Nairobi,INV0029
R00652,S00413,MetaHub,2024-02-28,2024,Q1,Series A,5.87,50.76,56.63,27.9,Tencent,Venture Capital,3,Fintech,Kenya,Africa,Nairobi,INV0053
R00653,S00414,BoltNet,2023-02-28,2023,Q1,Seed,1.31,4.18,5.49,10.3,Amazon Alexa Fund,Venture Capital,5,E-Commerce,United States,North America,San Diego,INV0061
R00654,S00414,BoltNet,2023-06-24,2023,Q2,Series B,29.73,226.56,256.29,19.4,DST Global,Corporate VC,6,E-Commerce,United States,North America,San Diego,INV0033
R00655,S00414,BoltNet,2026-03-14,2026,Q1,Series C,98.92,514.81,613.73,9.5,Samsung Ventures,Venture Capital,4,E-Commerce,United States,North America,San Diego,INV0055
R00656,S00415,ArcMind,2020-12-13,2020,Q4,Pre-Seed,2.25,10.87,13.12,9.7,Elevation Capital,Venture Capital,7,SaaS / Enterprise Software,UAE,Middle East,Abu Dhabi,INV0036
R00657,S00416,VeloX,2023-07-14,2023,Q3,Seed,2.36,13.82,16.18,18.0,BlueYard Capital,Venture Capital,3,Fintech,United Kingdom,Europe,Edinburgh,INV0029
R00658,S00417,VibeHub,2024-03-09,2024,Q1,Seed,2.4,12.42,14.82,11.6,Andreessen Horowitz (a16z),Venture Capital,5,Gaming & Entertainment,Germany,Europe,Berlin,INV0002
R00659,S00417,VibeHub,2021-01-03,2021,Q1,Series B,25.05,278.69,303.74,24.5,Chiratae Ventures,Corporate VC,11,Gaming & Entertainment,Germany,Europe,Berlin,INV0070
R00660,S00418,DawnPay,2025-08-02,2025,Q3,Pre-Seed,0.63,4.05,4.68,9.3,Peak XV Partners (fka Sequoia India),Private Equity,6,Food & AgriTech,United States,North America,Miami,INV0021
R00661,S00419,MetaDynamics,2024-08-09,2024,Q3,Pre-Seed,0.38,2.03,2.41,8.0,Tiger Global,Corporate VC,5,Climate Tech / Clean Energy,United States,North America,Austin,INV0003
R00662,S00419,MetaDynamics,2022-11-19,2022,Q4,Seed,2.41,19.16,21.57,13.7,Greylock Partners,Venture Capital,5,Climate Tech / Clean Energy,United States,North America,Austin,INV0018
R00663,S00420,EdgeHealth,2021-09-26,2021,Q3,Pre-Seed,0.3,1.1,1.4,13.9,SoftBank Vision Fund,Crowdfunding,3,Social Media / Creator Economy,United Kingdom,Europe,Cambridge,INV0005
R00664,S00420,EdgeHealth,2024-09-09,2024,Q3,Seed,0.86,6.01,6.87,19.3,DST Global,Venture Capital,5,Social Media / Creator Economy,United Kingdom,Europe,Cambridge,INV0033
R00665,S00421,CloudFinance,2024-11-17,2024,Q4,Pre-Seed,0.74,3.97,4.71,12.3,Benchmark,Family Office,3,Fintech,India,Asia,Chennai,INV0008
R00666,S00421,CloudFinance,2026-02-02,2026,Q1,Seed,1.34,11.82,13.16,16.4,Y Combinator,Family Office,3,Fintech,India,Asia,Chennai,INV0007
R00667,S00422,NeoTech,2021-11-25,2021,Q4,Pre-Seed,1.01,9.51,10.52,5.7,Lightspeed Venture Partners,Venture Capital,3,SaaS / Enterprise Software,France,Europe,Toulouse,INV0006
R00668,S00423,XenoTech,2025-09-19,2025,Q3,Pre-Seed,0.7,3.79,4.49,12.4,Point Nine Capital,Venture Capital,4,E-Commerce,India,Asia,Pune,INV0044
R00669,S00424,CloudLink,2021-06-27,2021,Q2,Seed,4.1,34.42,38.52,23.3,Khosla Ventures,Crowdfunding,8,Healthcare & Biotech,Canada,North America,Vancouver,INV0012
R00670,S00425,NovaBeam,2025-04-25,2025,Q2,Pre-Seed,0.44,4.1,4.54,14.8,Union Square Ventures,Venture Capital,3,Artificial Intelligence,India,Asia,Mumbai,INV0039
R00671,S00426,TideCore,2020-02-04,2020,Q1,Pre-Seed,0.32,2.17,2.49,9.5,Norwest Venture Partners,Angel Investor,2,SaaS / Enterprise Software,United States,North America,New York,INV0037
R00672,S00426,TideCore,2024-03-03,2024,Q1,Series A,5.75,24.05,29.8,26.7,Google Ventures,Angel Investor,6,SaaS / Enterprise Software,United States,North America,New York,INV0059
R00673,S00427,NovaFlow,2022-09-15,2022,Q3,Pre-Seed,0.24,2.2,2.44,12.1,Matrix Partners,Corporate VC,5,Climate Tech / Clean Energy,India,Asia,Hyderabad,INV0022
R00674,S00427,NovaFlow,2022-01-18,2022,Q1,Seed,1.53,7.71,9.24,22.6,B Capital Group,Angel Investor,1,Climate Tech / Clean Energy,India,Asia,Hyderabad,INV0048
R00675,S00427,NovaFlow,2020-02-27,2020,Q1,Series B,10.0,54.94,64.94,19.5,Norwest Venture Partners,Venture Capital,5,Climate Tech / Clean Energy,India,Asia,Hyderabad,INV0037
R00676,S00428,TerraRobotics,2024-05-21,2024,Q2,Pre-Seed,0.52,1.74,2.26,5.0,NVIDIA NVentures,Venture Capital,3,SaaS / Enterprise Software,Israel,Middle East,Tel Aviv,INV0060
R00677,S00429,AlphaSecurity,2022-02-08,2022,Q1,Pre-Seed,0.58,5.67,6.25,10.5,General Catalyst,Family Office,3,Gaming & Entertainment,Canada,North America,Vancouver,INV0009
R00678,S00429,AlphaSecurity,2024-12-18,2024,Q4,Series A,11.59,135.2,146.79,18.5,Insight Partners,Private Equity,4,Gaming & Entertainment,Canada,North America,Vancouver,INV0010
R00679,S00430,CruxEnergy,2022-12-08,2022,Q4,Seed,3.0,18.76,21.76,13.8,Alibaba Group,Venture Capital,1,Fintech,China,Asia,Shenzhen,INV0054
